battery_id,cycle_index,local_cycle_index,session_file,session_start,discharge_capacity_Ah,SoH_pct,avg_discharge_current_A
CS2_35,1,1,CS2_35_8_17_10.xlsx,2010-08-16 13:44:57,1.138460077286744,100.0,1.0997143199737058
CS2_35,2,1,CS2_35_8_18_10.xlsx,2010-08-17 14:30:57,1.137727858609917,99.935683412055,1.0996667337417603
CS2_35,3,1,CS2_35_8_19_10.xlsx,2010-08-18 10:59:23,1.137481037299766,99.91400313401316,1.099620499610901
CS2_35,4,1,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.137092410671013,99.87986696740474,1.0996363925933839
CS2_35,5,2,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1313490455513728,99.37538154589323,1.0997112201106163
CS2_35,6,3,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1293656761380313,99.20116644139274,1.0997490882873535
CS2_35,7,4,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.123221100998645,98.66143955399671,1.0997549141606977
CS2_35,8,5,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.111035391722063,97.59107182484243,1.0996351017326604
CS2_35,9,6,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.106058072607449,97.15387431445838,1.0996143769045346
CS2_35,10,7,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1026273850359738,96.85252974911785,1.0996147561664424
CS2_35,11,8,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0981426816273636,96.45860259277009,1.0996266967994122
CS2_35,12,9,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1042953570007974,96.99904098812404,1.0997105993208338
CS2_35,13,10,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.105798600323471,97.13108280080282,1.0997209617348969
CS2_35,14,11,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.105602981532538,97.11390004711336,1.099732804493826
CS2_35,15,12,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1051740372707801,97.07622246224976,1.099774254150078
CS2_35,16,13,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1046090719018427,97.02659706209661,1.0997609310462826
CS2_35,17,14,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1041409319964224,96.98547661222226,1.0998083020819993
CS2_35,18,15,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1036330935788286,96.9408691263977,1.0998083020819993
CS2_35,19,16,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1028933034679547,96.87588747920309,1.0998186644960621
CS2_35,20,17,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1019126464925222,96.78974858026432,1.0998038610474008
CS2_35,21,18,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1011976633298275,96.72694592455778,1.0998162543478092
CS2_35,22,19,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.1004104501394991,96.65779873125395,1.0998147617686878
CS2_35,23,20,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0997345953192728,96.59843302895924,1.0998699871961735
CS2_35,24,21,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.099128965152353,96.54523571629078,1.0998550614049611
CS2_35,25,22,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0984861342685548,96.48877076889181,1.0998267024016577
CS2_35,26,23,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0976666234363535,96.41678661691746,1.099849092073677
CS2_35,27,24,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.096887128875224,96.3483174121837,1.0998789436561016
CS2_35,28,25,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0860915626664358,95.4000570011101,1.099729523062706
CS2_35,29,26,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0785622527089522,94.73869784520295,1.0996382987799764
CS2_35,30,27,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0748777462037147,94.41505834490367,1.099631237781654
CS2_35,31,28,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0721584804344317,94.17620361266188,1.099638890411894
CS2_35,32,29,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0691398006494026,93.91104896690359,1.099600627260693
CS2_35,33,30,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0793676618171695,94.80944333064295,1.0997081113462688
CS2_35,34,31,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0817534463242353,95.01900575225652,1.099767300261169
CS2_35,35,32,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0737092774178976,94.31242244144697,1.099692458823576
CS2_35,36,33,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0659376432701677,93.6297780252939,1.0996194252601037
CS2_35,37,34,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.063503833872531,93.41599719571599,1.0996086200078328
CS2_35,38,35,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.062146509486368,93.29677260337037,1.099597814755562
CS2_35,39,36,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0597458767265806,93.08590594166812,1.0995885531107585
CS2_35,40,37,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0700184071228946,93.98822395889681,1.099698580927768
CS2_35,41,38,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0723960385292202,94.19707022885054,1.099764393547834
CS2_35,42,39,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0671283946753434,93.7343711883685,1.0997261303966328
CS2_35,43,40,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.057469037064564,92.88591301196935,1.0996117072227674
CS2_35,44,41,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0564280574130365,92.79447549278919,1.0995980675878196
CS2_35,45,42,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0555376826751086,92.7162668005661,1.0995996245022477
CS2_35,46,43,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0538653044295856,92.56936852289363,1.0995824984435378
CS2_35,47,44,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0602560418785458,93.13071780307138,1.0996672770915887
CS2_35,48,45,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0643488507216148,93.49022174394062,1.0997197597454755
CS2_35,49,46,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0656069575135376,93.60073126614726,1.0997536798654977
CS2_35,50,47,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0527904025087338,92.47495134109718,1.0995871691868222
CS2_35,51,48,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0517492977423544,92.38350283208484,1.0996027383311042
CS2_35,52,49,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0505610335501672,92.2791281407018,1.0995949537589633
CS2_35,53,50,CS2_35_8_30_10.xlsx,2010-08-19 14:21:41,1.0485894467906434,92.10594800036498,1.099576270785825
CS2_35,54,1,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.097343791451988,96.38842971703082,1.0996461003279883
CS2_35,55,2,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0936053019170182,96.06004845803406,1.0996181517839432
CS2_35,56,3,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0973967297804519,96.39307971130995,1.0997192367049289
CS2_35,57,4,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0970198061094467,96.35997150852576,1.0997669992368084
CS2_35,58,5,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0874381377899436,95.51833740025391,1.0996467471122742
CS2_35,59,6,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,0.9709384196148267,85.2852409132197,1.0995870527820053
CS2_35,60,7,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0819754732428102,95.03850814175657,1.099632228122038
CS2_35,61,8,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.07923337313008,94.79764768758365,1.0996291927930688
CS2_35,62,9,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0706666349374832,94.0451629616358,1.0995241009582908
CS2_35,63,10,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0727665031450364,94.22961108146427,1.099599096734645
CS2_35,64,11,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0703884801238654,94.02073041286513,1.0996082798909332
CS2_35,65,12,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0622875610175662,93.30916228079624,1.0995484193166096
CS2_35,66,13,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0600101970269957,93.10912329515187,1.0995175471672645
CS2_35,67,14,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0579683114192964,92.92976824806357,1.0995155511231258
CS2_35,68,15,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0565131419092513,92.80194914056239,1.099526449524123
CS2_35,69,16,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0519714359003949,92.40301499263155,1.0995062096365567
CS2_35,70,17,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0541847528234953,92.59742821512904,1.0995373479251205
CS2_35,71,18,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0534118373516144,92.52953690411154,1.0995700431281124
CS2_35,72,19,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0478390186484994,92.04003193030546,1.0995182317236196
CS2_35,73,20,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.045493634804263,91.83401822011669,1.0995025271954744
CS2_35,74,21,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.044527765336582,91.74917822555291,1.0994868226673291
CS2_35,75,22,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0435065306858284,91.65947506677482,1.09950095674266
CS2_35,76,23,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0391248004772216,91.27459286527947,1.0994971959214461
CS2_35,77,24,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0429058766770964,91.60671484964332,1.099555922591168
CS2_35,78,25,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.04250517251333,91.57151781711133,1.0995669157608696
CS2_35,79,26,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0412270852559473,91.45925325176717,1.0995669157608696
CS2_35,80,27,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0396424858814086,91.3200652902257,1.0995590634967969
CS2_35,81,28,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0385324020284656,91.2225577996171,1.0995573966126693
CS2_35,82,29,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.038428649046093,91.21344435027949,1.0995558123839528
CS2_35,83,30,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0373387194023884,91.11770716410584,1.0995906654157137
CS2_35,84,31,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0353626713677322,90.94413515450445,1.0995700704424005
CS2_35,85,32,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0340761801268528,90.83113240047328,1.0995922496444301
CS2_35,86,33,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0331409739233521,90.74898580419301,1.0995779915859825
CS2_35,87,34,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0317480514975514,90.62663435300112,1.0995621492988186
CS2_35,88,35,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0309682870450843,90.5581414415654,1.0995589808413857
CS2_35,89,36,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0300840861261804,90.4804750449526,1.0995636914683655
CS2_35,90,37,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0303020861358334,90.49962371902579,1.099600170788012
CS2_35,91,38,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.02852693043193,90.3436976800439,1.0995780757043214
CS2_35,92,39,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0274077374765582,90.24539006454638,1.099568486213684
CS2_35,93,40,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0267944920176575,90.19152384023728,1.099568486213684
CS2_35,94,41,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.01721006126796,89.34964708575858,1.0994926978434836
CS2_35,95,42,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0136597639860412,89.03779624858385,1.0994410972510065
CS2_35,96,43,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0125892781877255,88.94376696994046,1.0994513389226552
CS2_35,97,44,CS2_35_9_7_10.xlsx,2010-08-31 13:30:15,1.0108909315657968,88.79458768330475,1.0994806257454124
CS2_35,99,1,CS2_35_9_8_10.xlsx,2010-09-07 10:44:17,1.029194039936994,90.40229521177764,1.0995045562761019
CS2_35,100,2,CS2_35_9_8_10.xlsx,2010-09-07 10:44:17,1.027983620044059,90.29597440904736,1.0995093510214207
CS2_35,101,3,CS2_35_9_8_10.xlsx,2010-09-07 10:44:17,1.02551881364551,90.07947086643536,1.0995301282511347
CS2_35,102,4,CS2_35_9_8_10.xlsx,2010-09-07 10:44:17,1.0341007672711937,90.83329208484267,1.0996381922772056
CS2_35,103,5,CS2_35_9_8_10.xlsx,2010-09-07 10:44:17,1.034395454639509,90.85917681933576,1.099642944963355
CS2_35,104,6,CS2_35_9_8_10.xlsx,2010-09-07 10:44:17,1.024270292536725,89.96980333099043,1.0995572984746071
CS2_35,105,7,CS2_35_9_8_10.xlsx,2010-09-07 10:44:17,0.9167549605605103,80.52587691483953,1.0995666801929473
CS2_35,106,1,CS2_35_9_21_10.xlsx,2010-09-14 13:57:43,1.053597278617784,92.54582568488385,1.099551360154974
